trace_id,event_id,org:group,resource country,organization country,resource,organization involved,org:role,impact,product,timestamp,activity
1-577737791,6,Org line C,INDIA,us,Ravi,G88 2nd,E_4,Medium,PROD348,2012-01-03 10:58:57+00:00,Accepted_Wait
1-577737791,7,Org line C,INDIA,us,Ravi,G88 2nd,E_4,Medium,PROD348,2012-01-18 11:04:44+00:00,Accepted_In Progress
1-577737791,8,Org line C,INDIA,us,Ravi,G88 2nd,E_4,Medium,PROD348,2012-01-18 11:04:45+00:00,Completed_Closed
1-577834779,0,Org line C,USA,se,Mitchell,G294 2nd,E_1,Medium,PROD306,2011-09-26 12:50:49+00:00,Accepted_In Progress
1-577834779,1,Org line C,USA,se,Mitchell,G294 2nd,E_1,Medium,PROD306,2011-09-26 12:52:27+00:00,Accepted_Assigned
1-577834779,2,Org line C,USA,se,Mitchell,G294 2nd,E_1,Medium,PROD306,2012-02-29 14:36:55+00:00,Completed_Closed
1-577996886,0,Org line G4,Sweden,in,Ing-Marie,G51 2nd,,Major,PROD597,2011-09-27 02:53:16+00:00,Accepted_In Progress
1-577996886,1,Org line G4,Sweden,in,Ing-Marie,G51 2nd,,Major,PROD597,2011-10-06 11:46:24+00:00,Queued_Awaiting Assignment
1-577996886,2,Org line A2,POLAND,in,Jaroslaw,G197 2nd,D_1,Major,PROD597,2011-10-12 16:10:26+00:00,Queued_Awaiting Assignment
1-577996886,3,Org line G4,Sweden,in,Ing-Marie,G51 2nd,,Major,PROD597,2011-10-18 14:00:00+00:00,Queued_Awaiting Assignment
1-577996886,4,Org line C,Belgium,in,Peter,G55 2nd,E_1,Major,PROD597,2011-12-16 17:27:10+00:00,Queued_Awaiting Assignment
1-577996886,5,Org line C,Belgium,in,Peter,G56 3rd,C_1,Major,PROD597,2012-01-17 14:31:59+00:00,Queued_Awaiting Assignment
1-577996886,6,Org line C,Sweden,in,Linda,G56 3rd,C_1,Major,PROD597,2012-01-17 14:32:49+00:00,Accepted_Assigned
1-577996886,7,Org line C,Sweden,in,Linda,G56 3rd,C_1,Major,PROD597,2012-01-17 14:34:31+00:00,Accepted_In Progress
1-577996886,8,Org line C,INDIA,in,Vinay,G119 2nd,E_8,Major,PROD597,2012-03-02 11:22:43+00:00,Queued_Awaiting Assignment
1-577996886,9,Org line C,INDIA,in,Vinay,G119 2nd,E_8,Major,PROD597,2012-05-23 10:41:24+00:00,Accepted_In Progress
1-577996886,10,Org line C,INDIA,in,Anup,G119 2nd,E_8,Major,PROD597,2012-05-23 11:26:26+00:00,Accepted_In Progress
1-577996886,11,Org line C,INDIA,in,Anup,G119 2nd,E_8,Major,PROD597,2012-05-23 11:26:40+00:00,Completed_Closed
1-578105842,0,Org line C,USA,fr,Robert,G88 2nd,E_4,High,PROD348,2011-09-27 07:38:17+00:00,Accepted_In Progress
1-578105842,1,Org line C,USA,fr,Robert,G88 2nd,E_4,High,PROD348,2011-09-27 07:41:46+00:00,Queued_Awaiting Assignment
1-578105842,2,Org line C,INDIA,fr,Debashish,G92,E_5,High,PROD348,2011-09-28 01:53:29+00:00,Accepted_In Progress
1-578105842,3,Org line C,USA,fr,Robert,G88 2nd,E_4,High,PROD348,2011-09-28 02:11:27+00:00,Queued_Awaiting Assignment
1-578105842,4,Org line C,France,fr,Laurent,V34 2nd,,High,PROD348,2011-09-28 09:49:58+00:00,Queued_Awaiting Assignment
1-578105842,5,Org line C,France,fr,Nicolas,V34 2nd,,High,PROD348,2012-02-15 14:18:55+00:00,Accepted_In Progress
1-578105842,6,Org line C,France,fr,Nicolas,V34 2nd,,High,PROD348,2012-02-15 14:39:53+00:00,Completed_Closed
1-578252937,0,Org line C,Sweden,us,Lars-Ove,G88 2nd,E_4,Low,PROD348,2011-09-27 12:03:45+00:00,Accepted_In Progress
1-578252937,1,Org line C,Sweden,us,Lars-Ove,G88 2nd,E_4,Low,PROD348,2012-04-17 10:36:39+00:00,Completed_Closed
1-578579972,0,Org line G4,Sweden,se,Håkan,S33 2nd,,Low,PROD374,2011-09-28 07:32:35+00:00,Accepted_In Progress
1-578579972,1,Org line G4,Sweden,se,Håkan,S33 2nd,,Low,PROD374,2012-01-16 09:22:21+00:00,Completed_Closed
1-578598959,0,Org line C,Sweden,se,Maria,G153 2nd,E_7,Medium,PROD153,2011-09-28 09:39:49+00:00,Accepted_In Progress
1-578598959,1,Org line C,Sweden,se,Maria,G153 2nd,E_7,Medium,PROD153,2011-09-28 09:41:01+00:00,Accepted_In Progress
1-578598959,2,Org line C,Sweden,se,Maria,G153 2nd,E_7,Medium,PROD153,2011-09-28 09:45:41+00:00,Queued_Awaiting Assignment
1-578598959,3,Org line C,INDIA,se,Pai,G153 2nd,E_7,Medium,PROD153,2011-10-05 06:42:47+00:00,Accepted_In Progress
1-578598959,4,Org line C,INDIA,se,Pai,G153 2nd,E_7,Medium,PROD153,2012-01-10 07:54:20+00:00,Completed_Closed
1-578612825,0,Org line V2,Sweden,se,Elisabet,T10 2nd,,Low,PROD615,2011-09-28 08:45:37+00:00,Accepted_In Progress
1-578612825,1,Org line V2,Sweden,se,Elisabet,T10 2nd,,Low,PROD615,2011-10-19 10:14:02+00:00,Queued_Awaiting Assignment
1-578612825,2,Org line V2,Sweden,se,Ioannis,T10 2nd,,Low,PROD615,2011-11-13 21:26:04+00:00,Accepted_In Progress
1-578612825,3,Org line V2,Sweden,se,Ioannis,T10 2nd,,Low,PROD615,2012-02-20 08:35:47+00:00,Completed_Closed
1-578612990,0,Org line C,Belgium,be,Peter,G55 2nd,E_1,High,PROD745,2011-09-28 09:10:15+00:00,Accepted_In Progress
1-578612990,1,Org line C,Belgium,be,Peter,G55 2nd,E_1,High,PROD745,2011-09-28 09:11:24+00:00,Accepted_In Progress
1-578612990,2,Org line C,Belgium,be,Peter,G55 2nd,E_1,High,PROD745,2011-09-29 20:24:51+00:00,Queued_Awaiting Assignment
1-578612990,3,Org line C,Sweden,be,Patrik,G55 2nd,E_1,High,PROD745,2011-09-30 07:56:01+00:00,Accepted_Assigned
1-578612990,4,Org line C,Sweden,be,Jörgen,G55 2nd,E_1,High,PROD745,2011-10-13 12:29:22+00:00,Accepted_Assigned
1-578612990,5,Org line C,Sweden,be,Jörgen,G55 2nd,E_1,High,PROD745,2011-12-14 15:01:57+00:00,Accepted_In Progress
1-578612990,6,Org line C,Sweden,be,Jörgen,G55 2nd,E_1,High,PROD745,2012-02-29 13:57:57+00:00,Completed_Closed
1-578686199,0,Org line C,INDIA,us,Antony,G88 2nd,E_4,Medium,PROD498,2011-09-28 12:01:35+00:00,Accepted_In Progress
1-578686199,1,Org line C,INDIA,us,Antony,G88 2nd,E_4,Medium,PROD498,2012-04-16 09:49:57+00:00,Completed_Closed
1-578831063,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-09-28 17:42:44+00:00,Accepted_In Progress
1-578831063,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-09-28 17:46:57+00:00,Queued_Awaiting Assignment
1-578831063,2,Org line G3,Sweden,us,SV,G199 3rd,,Medium,PROD97,2011-09-28 17:51:32+00:00,Accepted_In Progress
1-578831063,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-09-28 17:51:42+00:00,Accepted_Assigned
1-578831063,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-01-31 08:25:40+00:00,Accepted_In Progress
1-578831063,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-01-31 08:26:03+00:00,Completed_Closed
1-579078207,0,Org line C,France,fr,Joseph,G286 3rd,C_6,Low,PROD646,2011-09-29 10:51:21+00:00,Accepted_In Progress
1-579078207,1,Org line C,France,fr,Joseph,G286 3rd,C_6,Low,PROD646,2012-01-04 12:34:34+00:00,Accepted_Wait
1-579078207,2,Org line C,France,fr,Joseph,G286 3rd,C_6,Low,PROD646,2012-02-29 13:47:56+00:00,Completed_Closed
1-579211624,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-09-29 15:45:39+00:00,Accepted_In Progress
1-579211624,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-09-29 15:55:24+00:00,Queued_Awaiting Assignment
1-579211624,2,Org line G3,Sweden,us,Kannan,G199 3rd,,Medium,PROD97,2011-09-29 17:58:45+00:00,Accepted_In Progress
1-579211624,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-09-29 17:58:55+00:00,Accepted_Assigned
1-579211624,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-01-30 12:57:31+00:00,Accepted_In Progress
1-579211624,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-01-30 13:17:14+00:00,Completed_Closed
1-579250167,0,Org line C,INDIA,us,Hineesh,G88 2nd,E_4,Medium,PROD793,2011-09-30 02:22:34+00:00,Accepted_In Progress
1-579250167,1,Org line C,INDIA,us,Hineesh,G88 2nd,E_4,Medium,PROD793,2012-01-05 20:58:23+00:00,Accepted_Wait
1-579250167,2,Org line C,INDIA,us,Hineesh,G88 2nd,E_4,Medium,PROD793,2012-04-12 12:37:07+00:00,Completed_Closed
1-579369463,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD96,2011-09-30 07:26:22+00:00,Accepted_In Progress
1-579369463,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD96,2011-09-30 07:27:51+00:00,Queued_Awaiting Assignment
1-579369463,2,Org line G3,Sweden,us,SV,G199 3rd,,Medium,PROD96,2011-09-30 07:35:47+00:00,Accepted_In Progress
1-579369463,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD96,2011-09-30 07:36:03+00:00,Accepted_Assigned
1-579369463,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-01-30 12:57:46+00:00,Accepted_In Progress
1-579369463,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-01-30 13:11:58+00:00,Completed_Closed
1-579425746,0,Org line C,Sweden,in,Jonas,G186 2nd,E_8,Medium,PROD474,2011-09-30 10:13:32+00:00,Accepted_In Progress
1-579425746,1,Org line C,Sweden,in,Jonas,G186 2nd,E_8,Medium,PROD474,2011-09-30 10:14:16+00:00,Queued_Awaiting Assignment
1-579425746,2,Org line C,INDIA,in,Sheetal,G186 2nd,E_8,Medium,PROD474,2011-10-11 09:03:54+00:00,Accepted_In Progress
1-579425746,3,Org line C,INDIA,in,Sheetal,G186 2nd,E_8,Medium,PROD474,2011-10-11 09:04:02+00:00,Accepted_Wait
1-579425746,4,Org line C,Sweden,in,Stefan,G13 2nd,E_1,Medium,PROD474,2011-12-07 13:21:13+00:00,Queued_Awaiting Assignment
1-579425746,5,Org line C,INDIA,in,Shaji,G13 2nd,E_1,Medium,PROD474,2011-12-09 12:31:20+00:00,Accepted_Assigned
1-579425746,6,Org line C,INDIA,in,Pranesh,G181 2nd,E_8,Medium,PROD474,2012-01-19 06:12:20+00:00,Queued_Awaiting Assignment
1-579425746,7,Org line C,INDIA,in,Sheetal,G186 2nd,E_8,Medium,PROD474,2012-01-19 06:24:33+00:00,Accepted_In Progress
1-579425746,8,Org line C,INDIA,in,Sheetal,G186 2nd,E_8,Medium,PROD474,2012-01-19 06:25:08+00:00,Accepted_Wait
1-579425746,9,Org line C,INDIA,in,Febin,G186 2nd,E_8,Medium,PROD474,2012-02-22 07:40:00+00:00,Accepted_Assigned
1-579425746,10,Org line C,INDIA,in,Febin,G186 2nd,E_8,Medium,PROD474,2012-02-22 07:51:19+00:00,Accepted_Wait
1-579425746,11,Org line C,INDIA,in,Pranesh,G188 2nd,E_8,Medium,PROD474,2012-03-02 12:26:58+00:00,Queued_Awaiting Assignment
1-579425746,12,Org line C,INDIA,in,Pradeesh,G186 2nd,E_8,Medium,PROD474,2012-03-29 11:10:34+00:00,Accepted_In Progress
1-579425746,13,Org line C,INDIA,in,Pradeesh,G186 2nd,E_8,Medium,PROD474,2012-03-29 11:10:53+00:00,Accepted_Wait
1-579425746,14,Org line C,INDIA,in,Pradeesh,G186 2nd,E_8,Medium,PROD474,2012-04-24 08:17:50+00:00,Completed_Closed
1-579425846,0,Org line C,INDIA,se,Vinay,G119 2nd,E_8,Medium,PROD597,2011-09-30 10:16:37+00:00,Accepted_In Progress
1-579425846,1,Org line C,INDIA,se,Vinay,G119 2nd,E_8,Medium,PROD597,2011-09-30 10:17:49+00:00,Queued_Awaiting Assignment
1-579425846,2,Org line C,Sweden,se,Mathieu,G120 3rd,C_5,Medium,PROD597,2011-10-25 08:48:30+00:00,Queued_Awaiting Assignment
1-579425846,3,Org line C,France,se,Franck,G120 3rd,C_5,Medium,PROD597,2011-10-25 08:48:37+00:00,Accepted_Assigned
1-579425846,4,Org line C,France,se,Franck,G120 3rd,C_5,Medium,PROD597,2011-12-21 13:19:41+00:00,Accepted_In Progress
1-579425846,5,Org line C,France,se,Franck,G120 3rd,C_5,Medium,PROD597,2012-03-16 06:53:47+00:00,Completed_Closed
1-579517011,0,Org line V2,Sweden,se,Suzanne,T2 2nd,,Medium,PROD615,2011-09-30 13:56:38+00:00,Accepted_In Progress
1-579517011,1,Org line V2,Sweden,se,Suzanne,T2 2nd,,Medium,PROD615,2012-01-19 16:16:24+00:00,Accepted_Wait
1-579517011,2,Org line V2,Sweden,se,Suzanne,T2 2nd,,Medium,PROD615,2012-04-11 09:02:18+00:00,Completed_Closed
1-579636429,0,Org line G4,Sweden,se,Roland,S33 2nd,,Medium,PROD374,2011-09-30 19:11:41+00:00,Accepted_In Progress
1-579636429,1,Org line G4,Sweden,se,Roland,S33 2nd,,Medium,PROD374,2012-01-26 10:38:12+00:00,Completed_Closed
1-580296643,0,Org line A2,Sweden,se,Kjell,S35 2nd,A2_3,Low,PROD680,2011-10-03 11:33:11+00:00,Accepted_In Progress
1-580296643,1,Org line A2,Sweden,se,Kjell,S35 2nd,A2_3,Low,PROD680,2011-10-03 11:34:09+00:00,Accepted_Assigned
1-580296643,2,Org line A2,Sweden,se,Ingemar,S35 2nd,A2_3,Low,PROD680,2012-01-10 11:56:18+00:00,Accepted_In Progress
1-580296643,3,Org line A2,Sweden,se,Ingemar,S35 2nd,A2_3,Low,PROD680,2012-01-10 11:56:57+00:00,Completed_Closed
1-580325905,0,Org line G4,Sweden,se,Eric,S33 2nd,,Medium,PROD374,2011-10-03 12:50:45+00:00,Accepted_In Progress
1-580325905,1,Org line G4,Sweden,se,Eric,S33 2nd,,Medium,PROD374,2012-01-09 09:30:10+00:00,Completed_Closed
1-580358285,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-10-03 14:28:01+00:00,Accepted_In Progress
1-580358285,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-10-03 14:42:25+00:00,Queued_Awaiting Assignment
1-580358285,2,Org line G3,Sweden,us,SV,G199 3rd,,Medium,PROD97,2011-10-03 15:28:02+00:00,Accepted_In Progress
1-580358285,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-10-03 15:29:59+00:00,Accepted_Assigned
1-580358285,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-01-03 08:41:20+00:00,Accepted_In Progress
1-580358285,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-01-03 08:42:28+00:00,Completed_Closed
1-580385263,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-10-03 15:45:53+00:00,Accepted_In Progress
1-580385263,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-10-03 15:54:48+00:00,Queued_Awaiting Assignment
1-580385263,2,Org line G3,Sweden,us,SV,G199 3rd,,Medium,PROD97,2011-10-03 16:02:31+00:00,Accepted_In Progress
1-580385263,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD97,2011-10-03 16:02:40+00:00,Accepted_Assigned
1-580385263,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-02-02 21:46:14+00:00,Accepted_In Progress
1-580385263,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD97,2012-02-02 21:47:22+00:00,Completed_Closed
1-580464971,0,Org line A2,Brazil,se,Carlos,S3 2nd,A2_3,High,PROD412,2011-10-03 20:02:40+00:00,Accepted_In Progress
1-580464971,1,Org line A2,Brazil,se,Carlos,S3 2nd,A2_3,High,PROD412,2011-12-09 11:34:50+00:00,Queued_Awaiting Assignment
1-580464971,2,Org line B,Brazil,se,Thiago,S4 2nd,E_6,High,PROD412,2011-12-19 12:54:48+00:00,Accepted_In Progress
1-580464971,3,Org line A2,Sweden,se,Viktoria,S21 2nd,A2_3,High,PROD412,2011-12-19 13:01:51+00:00,Queued_Awaiting Assignment
1-580464971,4,Org line G4,Sweden,se,Gustav,S30 2nd,,High,PROD412,2012-02-20 09:37:04+00:00,Accepted_In Progress
1-580464971,5,Org line G4,Sweden,se,Adam,S30 2nd,,High,PROD412,2012-02-20 09:41:00+00:00,Accepted_In Progress
1-580464971,6,Org line G4,Sweden,se,Gustav,S30 2nd,,High,PROD412,2012-02-21 14:54:11+00:00,Accepted_In Progress
1-580464971,7,Org line G4,Sweden,se,Gustav,S30 2nd,,High,PROD412,2012-02-21 14:54:13+00:00,Completed_Closed
1-580981634,0,Org line G4,Sweden,se,Susanne,S28 2nd,,Medium,PROD633,2011-10-04 14:24:54+00:00,Accepted_In Progress
1-580981634,1,Org line G4,Sweden,se,Susanne,S28 2nd,,Medium,PROD633,2012-01-17 08:11:19+00:00,Completed_Closed
1-581652169,0,Org line G4,Sweden,se,Susanne,S28 2nd,,Medium,PROD633,2011-10-05 10:06:55+00:00,Accepted_In Progress
1-581652169,1,Org line G4,Sweden,se,Susanne,S28 2nd,,Medium,PROD633,2012-03-05 14:49:56+00:00,Completed_Closed
1-581740771,0,Org line C,Sweden,se,Peter,G153 2nd,E_7,Medium,PROD671,2011-10-05 13:24:45+00:00,Accepted_In Progress
1-581740771,1,Org line C,Sweden,se,Peter,G153 2nd,E_7,Medium,PROD671,2012-02-01 20:18:12+00:00,Completed_Closed
1-581815727,0,Org line C,USA,us,Robert,G88 2nd,E_4,Major,PROD17,2011-10-05 15:35:45+00:00,Accepted_In Progress
1-581815727,1,Org line C,USA,us,Robert,G88 2nd,E_4,Major,PROD17,2011-10-05 15:41:36+00:00,Queued_Awaiting Assignment
1-581815727,2,Org line C,USA,us,Jonathan,G88 2nd,E_4,Major,PROD17,2011-10-25 07:26:57+00:00,Accepted_Assigned
1-581815727,3,Org line C,INDIA,us,Jubin,G88 2nd,E_4,Major,PROD17,2012-01-12 04:42:28+00:00,Accepted_In Progress
1-581815727,4,Org line C,INDIA,us,Jubin,G88 2nd,E_4,Major,PROD17,2012-01-12 04:42:35+00:00,Completed_Closed
1-581898739,0,Org line C,Sweden,se,Ann-Charlotte,G138 2nd,E_10,Medium,PROD802,2011-10-06 00:09:03+00:00,Accepted_In Progress
1-581898739,1,Org line C,Sweden,se,Ann-Charlotte,G138 2nd,E_10,Medium,PROD802,2011-10-06 00:22:29+00:00,Queued_Awaiting Assignment
1-581898739,2,Org line C,Sweden,se,Mats,G143 2nd,E_10,Medium,PROD802,2011-10-06 08:17:16+00:00,Accepted_In Progress
1-581898739,3,Org line C,Sweden,se,Martin,G273 3rd,C_6,Medium,PROD802,2011-10-06 08:17:30+00:00,Queued_Awaiting Assignment
1-581898739,4,Org line C,Sweden,se,Magnus,G273 3rd,C_6,Medium,PROD802,2011-10-06 09:30:56+00:00,Accepted_In Progress
1-581898739,5,Org line C,Sweden,se,Magnus,G273 3rd,C_6,Medium,PROD802,2011-10-17 09:20:43+00:00,Accepted_Wait
1-581898739,6,Org line C,Sweden,se,Praveen,G271 2nd,E_10,Medium,PROD802,2011-10-25 13:10:44+00:00,Queued_Awaiting Assignment
1-581898739,7,Org line C,Sweden,se,Magnus,G273 3rd,C_6,Medium,PROD802,2011-10-25 13:11:42+00:00,Accepted_In Progress
1-581898739,8,Org line C,Sweden,se,Ann-Charlotte,G138 2nd,E_10,Medium,PROD802,2011-10-25 13:11:48+00:00,Queued_Awaiting Assignment
1-581898739,9,Org line C,Sweden,se,Mats,G143 2nd,E_10,Medium,PROD802,2011-10-25 13:13:13+00:00,Accepted_In Progress
1-581898739,10,Org line C,Sweden,se,Mats,G143 2nd,E_10,Medium,PROD802,2011-10-25 13:14:37+00:00,Completed_Closed
1-581898739,11,Org line C,Sweden,se,Mats,G143 2nd,E_10,Medium,PROD802,2011-10-28 14:00:48+00:00,Accepted_In Progress
1-581898739,12,Org line C,Sweden,se,Marcus,G138 2nd,E_10,Medium,PROD802,2011-11-18 06:30:02+00:00,Accepted_In Progress
1-581898739,13,Org line C,Sweden,se,Marcus,G138 2nd,E_10,Medium,PROD802,2012-01-03 08:32:01+00:00,Accepted_In Progress
1-581898739,14,Org line C,Sweden,se,Marcus,G138 2nd,E_10,Medium,PROD802,2012-01-03 08:45:51+00:00,Completed_Closed
1-582296121,0,Org line C,Sweden,se,Olle,G57 2nd,E_2,Medium,PROD327,2011-10-06 09:02:06+00:00,Accepted_In Progress
1-582296121,1,Org line C,Sweden,se,Olle,G57 2nd,E_2,Medium,PROD327,2012-02-08 10:01:57+00:00,Completed_Closed
1-582401721,0,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD408,2011-10-06 13:15:59+00:00,Accepted_In Progress
1-582401721,1,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD408,2012-02-21 14:57:25+00:00,Accepted_In Progress
1-582401721,2,Org line G4,Sweden,se,Gustav,S30 2nd,,Medium,PROD408,2012-02-21 14:57:29+00:00,Completed_Closed
1-583171096,0,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD96,2011-10-07 11:29:26+00:00,Accepted_In Progress
1-583171096,1,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD96,2011-10-07 11:32:03+00:00,Queued_Awaiting Assignment
1-583171096,2,Org line G3,Sweden,us,SV,G199 3rd,,Medium,PROD96,2011-10-07 11:42:45+00:00,Accepted_In Progress
1-583171096,3,Org line G3,USA,us,Carolyn,G199 3rd,,Medium,PROD96,2011-10-07 11:42:53+00:00,Accepted_Assigned
1-583171096,4,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-01-10 14:49:05+00:00,Accepted_In Progress
1-583171096,5,Org line G3,POLAND,us,Ewa,G199 3rd,,Medium,PROD96,2012-01-10 14:49:06+00:00,Completed_Closed
1-583931536,0,Org line C,Sweden,se,Richard,S25,V3_2,Major,PROD535,2011-10-10 05:38:10+00:00,Accepted_In Progress
1-583931536,1,Org line C,Sweden,se,Richard,S25,V3_2,Major,PROD535,2012-02-02 14:25:02+00:00,Completed_Closed
1-583944596,0,Org line C,INDIA,se,Pai,G153 2nd,E_7,Low,PROD673,2011-10-10 06:15:02+00:00,Accepted_In Progress
1-583944596,1,Org line C,INDIA,se,Pai,G153 2nd,E_7,Low,PROD673,2011-11-15 09:28:29+00:00,Accepted_In Progress
1-583944596,2,Org line C,INDIA,se,Pai,G153 2nd,E_7,Low,PROD673,2012-01-04 11:22:22+00:00,Completed_Closed
1-584047671,0,Org line A2,Sweden,se,Abhinav,G105 2nd,A2_4,High,PROD337,2011-10-10 09:23:44+00:00,Accepted_In Progress
1-584047671,1,Org line A2,Sweden,se,Abhinav,G105 2nd,A2_4,High,PROD337,2011-10-10 09:24:36+00:00,Accepted_Wait
1-584047671,2,Org line A2,Sweden,se,Abhinav,G105 2nd,A2_4,High,PROD337,2012-03-26 07:12:51+00:00,Completed_Closed
1-584612205,0,Org line A2,POLAND,pl,Maria,J3 2nd,A2_2,Low,PROD355,2011-10-11 09:34:59+00:00,Accepted_In Progress
1-584612205,1,Org line A2,POLAND,pl,Maria,J3 2nd,A2_2,Low,PROD355,2011-10-11 09:36:26+00:00,Accepted_Assigned
1-584612205,2,Org line A2,POLAND,pl,Marta,J3 2nd,A2_2,Low,PROD355,2011-10-11 09:36:27+00:00,Accepted_In Progress
1-584612205,3,Org line A2,POLAND,pl,Marta,J3 2nd,A2_2,Low,PROD355,2011-10-12 11:31:55+00:00,Accepted_Wait
1-584612205,4,Org line A2,POLAND,pl,Marta,J3 2nd,A2_2,Low,PROD355,2012-01-18 11:49:16+00:00,Completed_Closed
1-584754762,0,Org line G4,Sweden,se,Reine,S28 2nd,,High,PROD633,2011-10-11 13:28:17+00:00,Accepted_In Progress
1-584754762,1,Org line G4,Sweden,se,Reine,S28 2nd,,High,PROD633,2012-02-01 15:36:47+00:00,Completed_Closed
1-584776062,0,Org line G4,Sweden,se,Samira,S33 2nd,,High,PROD448,2011-10-11 13:38:52+00:00,Accepted_In Progress
1-584776062,1,Org line G4,Sweden,se,Samira,S33 2nd,,High,PROD448,2011-12-09 09:26:24+00:00,Accepted_Wait
1-584776062,2,Org line G4,Sweden,se,Samira,S33 2nd,,High,PROD448,2012-02-15 16:20:49+00:00,Completed_Closed
1-584812041,0,Org line A2,United Kingdom,gb,Ian,G42 3rd,A2_1,Low,PROD235,2011-10-11 14:57:41+00:00,Accepted_In Progress
1-584812041,1,Org line A2,United Kingdom,gb,Ian,G42 3rd,A2_1,Low,PROD235,2011-10-11 15:01:05+00:00,Accepted_Assigned
1-584812041,2,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Low,PROD235,2011-10-26 11:01:02+00:00,Accepted_In Progress
1-584812041,3,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Low,PROD235,2011-10-26 11:14:48+00:00,Accepted_Wait
1-584812041,4,Org line A2,United Kingdom,gb,Andrew,G42 3rd,A2_1,Low,PROD235,2012-02-15 10:21:22+00:00,Completed_Closed
1-584828902,0,Org line C,Sweden,se,Michael,G240 2nd,E_10,Low,PROD412,2011-10-11 15:05:35+00:00,Accepted_In Progress
1-584828902,1,Org line C,Sweden,se,Michael,G240 2nd,E_10,Low,PROD412,2012-02-01 09:03:47+00:00,Completed_Closed
1-584861543,0,Org line C,USA,fr,Robert,G248 3rd,C_6,Medium,PROD585,2011-10-11 15:40:48+00:00,Accepted_In Progress
1-584861543,1,Org line C,USA,fr,Robert,G248 3rd,C_6,Medium,PROD585,2011-10-11 15:59:08+00:00,Accepted_Wait
1-584861543,2,Org line C,USA,fr,Robert,G248 3rd,C_6,Medium,PROD585,2011-10-17 12:57:10+00:00,Queued_Awaiting Assignment
1-584861543,3,Org line C,USA,fr,Robert,G270 3rd,C_6,Medium,PROD585,2012-02-02 15:48:49+00:00,Accepted_In Progress
1-584861543,4,Org line C,USA,fr,Robert,G270 3rd,C_6,Medium,PROD585,2012-02-02 15:50:43+00:00,Completed_Closed
1-584938329,0,Org line C,Brazil,in,Alex,G93 2nd,E_4,Medium,PROD701,2011-10-11 22:06:58+00:00,Accepted_In Progress
1-584938329,1,Org line C,Brazil,in,Alex,G93 2nd,E_4,Medium,PROD701,2011-10-11 22:14:10+00:00,Accepted_In Progress
1-584938329,2,Org line C,Brazil,in,Alex,G93 2nd,E_4,Medium,PROD701,2012-01-06 10:31:28+00:00,Accepted_In Progress
1-584938329,3,Org line C,POLAND,in,Grzegorz,G93 2nd,E_4,Medium,PROD701,2012-01-12 13:12:37+00:00,Accepted_In Progress
1-584938329,4,Org line C,POLAND,in,Grzegorz,G93 2nd,E_4,Medium,PROD701,2012-03-20 13:15:43+00:00,Completed_Closed
1-585459725,0,Org line A2,Sweden,se,Håkan,G105 2nd,A2_4,Medium,PROD163,2011-10-12 09:32:41+00:00,Accepted_In Progress
1-585459725,1,Org line A2,Sweden,se,Håkan,G105 2nd,A2_4,Medium,PROD163,2011-10-12 09:47:12+00:00,Accepted_Assigned
