trace_id,event_id,timestamp,activity,resource
Case2630,0,2012-04-10 06:15:05+00:00,Assign seriousness,Value 2
Case2630,1,2012-04-10 06:15:47+00:00,Take in charge ticket,Value 2
Case2630,2,2012-04-11 07:39:36+00:00,Resolve ticket,Value 2
Case2630,3,2012-05-17 06:20:43+00:00,Closed,Value 5
Case2631,0,2013-08-06 10:09:52+00:00,Assign seriousness,Value 9
Case2631,1,2013-08-21 08:02:59+00:00,Take in charge ticket,Value 9
Case2631,2,2013-08-21 12:07:50+00:00,Wait,Value 9
Case2631,3,2013-08-22 04:27:16+00:00,Resolve ticket,Value 9
Case2631,4,2013-09-06 04:27:28+00:00,Closed,Value 3
Case2632,0,2011-04-14 11:55:28+00:00,Assign seriousness,Value 13
Case2632,1,2011-04-15 04:31:29+00:00,Take in charge ticket,Value 13
Case2632,2,2011-04-15 12:15:07+00:00,Resolve ticket,Value 13
Case2632,3,2011-05-17 12:00:20+00:00,Closed,Value 5
Case2633,0,2010-11-12 12:35:54+00:00,Assign seriousness,Value 14
Case2633,1,2010-11-12 12:36:14+00:00,Take in charge ticket,Value 14
Case2633,2,2010-11-19 08:50:09+00:00,Wait,Value 14
Case2633,3,2010-11-25 07:08:56+00:00,Take in charge ticket,Value 2
Case2633,4,2010-11-25 07:09:35+00:00,Resolve ticket,Value 2
Case2633,5,2010-11-25 07:09:36+00:00,Resolve ticket,Value 2
Case2633,6,2011-01-10 12:40:59+00:00,Closed,Value 5
Case2634,0,2012-08-02 11:58:56+00:00,Assign seriousness,Value 1
Case2634,1,2012-08-03 04:17:57+00:00,Take in charge ticket,Value 6
Case2634,2,2012-08-03 10:51:28+00:00,Resolve ticket,Value 6
Case2634,3,2012-09-08 12:02:51+00:00,Closed,Value 5
Case2635,0,2010-02-16 08:57:56+00:00,Assign seriousness,Value 2
Case2635,1,2010-02-16 08:58:09+00:00,Take in charge ticket,Value 2
Case2635,2,2010-02-16 08:58:17+00:00,Resolve ticket,Value 2
Case2635,3,2010-03-19 09:00:16+00:00,Closed,Value 5
Case2636,0,2010-07-28 12:18:53+00:00,Assign seriousness,Value 9
Case2636,1,2010-08-27 04:29:53+00:00,Assign seriousness,Value 2
Case2636,2,2010-08-30 05:03:41+00:00,Take in charge ticket,Value 15
Case2636,3,2010-09-03 06:04:51+00:00,Resolve ticket,Value 15
Case2636,4,2010-09-18 06:05:05+00:00,Closed,Value 5
Case2637,0,2012-03-13 05:59:04+00:00,Assign seriousness,Value 4
Case2637,1,2012-03-13 05:59:32+00:00,Take in charge ticket,Value 4
Case2637,2,2012-03-13 09:24:45+00:00,Resolve ticket,Value 4
Case2637,3,2012-04-25 13:00:33+00:00,Closed,Value 5
Case2638,0,2010-05-25 04:50:22+00:00,Assign seriousness,Value 2
Case2638,1,2010-05-25 04:51:06+00:00,Take in charge ticket,Value 2
Case2638,2,2010-05-25 08:22:56+00:00,Create SW anomaly,Value 2
Case2638,3,2010-06-03 07:43:20+00:00,Resolve ticket,Value 16
Case2638,4,2010-06-26 05:02:25+00:00,Closed,Value 5
Case2639,0,2010-06-28 06:40:43+00:00,Assign seriousness,Value 2
Case2639,1,2010-07-28 05:56:12+00:00,Take in charge ticket,Value 19
Case2639,2,2010-07-28 05:56:28+00:00,Resolve ticket,Value 19
Case2639,3,2010-08-12 05:56:49+00:00,Closed,Value 5
Case2640,0,2011-08-19 07:33:10+00:00,Assign seriousness,Value 9
Case2640,1,2011-08-31 07:42:46+00:00,Take in charge ticket,Value 10
Case2640,2,2011-08-31 07:44:55+00:00,Resolve ticket,Value 10
Case2640,3,2011-10-02 07:41:06+00:00,Closed,Value 5
Case2641,0,2012-06-05 12:51:48+00:00,Assign seriousness,Value 1
Case2641,1,2012-06-06 04:02:36+00:00,Take in charge ticket,Value 2
Case2641,2,2012-06-18 10:40:17+00:00,Wait,Value 2
Case2641,3,2012-07-12 05:45:36+00:00,Resolve ticket,Value 2
Case2641,4,2012-07-27 05:45:52+00:00,Closed,Value 5
Case2642,0,2012-02-20 08:03:08+00:00,Assign seriousness,Value 1
Case2642,1,2012-02-20 08:32:31+00:00,Resolve ticket,Value 1
Case2642,2,2012-03-22 08:10:55+00:00,Closed,Value 5
Case2643,0,2013-01-08 09:47:57+00:00,Assign seriousness,Value 1
Case2643,1,2013-01-24 11:29:03+00:00,Resolve ticket,Value 2
Case2643,2,2013-02-08 11:29:19+00:00,Closed,Value 3
Case2644,0,2011-12-29 11:37:05+00:00,Take in charge ticket,Value 13
Case2644,1,2011-12-29 12:45:50+00:00,Resolve ticket,Value 13
Case2644,2,2012-01-31 11:40:29+00:00,Closed,Value 5
Case2645,0,2011-06-27 07:13:11+00:00,Assign seriousness,Value 8
Case2645,1,2011-06-27 07:13:33+00:00,Assign seriousness,Value 8
Case2645,2,2011-07-01 07:36:40+00:00,Take in charge ticket,Value 13
Case2645,3,2011-07-01 07:36:49+00:00,Resolve ticket,Value 13
Case2645,4,2011-08-10 07:20:24+00:00,Closed,Value 5
Case2646,0,2011-05-20 06:40:32+00:00,Assign seriousness,Value 8
Case2646,1,2011-05-20 06:41:04+00:00,Take in charge ticket,Value 8
Case2646,2,2011-05-20 07:46:04+00:00,Resolve ticket,Value 9
Case2646,3,2011-06-22 06:50:25+00:00,Closed,Value 5
Case2647,0,2010-09-23 07:45:47+00:00,Assign seriousness,Value 9
Case2647,1,2010-09-23 07:46:11+00:00,Take in charge ticket,Value 9
Case2647,2,2010-09-23 07:47:28+00:00,Resolve ticket,Value 9
Case2647,3,2010-10-26 07:50:17+00:00,Closed,Value 5
Case2648,0,2012-04-16 04:12:34+00:00,Assign seriousness,Value 13
Case2648,1,2012-04-16 05:47:28+00:00,Take in charge ticket,Value 2
Case2648,2,2012-04-17 11:01:59+00:00,Resolve ticket,Value 2
Case2648,3,2012-05-24 04:20:52+00:00,Closed,Value 5
Case2649,0,2010-05-26 05:16:03+00:00,Assign seriousness,Value 2
Case2649,1,2010-05-26 05:16:42+00:00,Assign seriousness,Value 2
Case2649,2,2010-05-26 05:16:42+00:00,Assign seriousness,Value 2
Case2649,3,2010-05-26 06:42:11+00:00,Take in charge ticket,Value 12
Case2649,4,2010-05-26 07:20:55+00:00,Resolve ticket,Value 12
Case2649,5,2010-06-29 05:20:21+00:00,Closed,Value 5
Case2650,0,2010-09-17 11:42:28+00:00,Insert ticket,Value 14
Case2650,1,2010-09-17 11:43:40+00:00,Assign seriousness,Value 14
Case2650,2,2010-09-17 11:45:04+00:00,Take in charge ticket,Value 14
Case2650,3,2010-09-21 05:48:23+00:00,Resolve ticket,Value 14
Case2650,4,2010-10-31 13:51:28+00:00,Closed,Value 5
Case2651,0,2011-06-13 06:35:25+00:00,Assign seriousness,Value 13
Case2651,1,2011-06-13 06:35:37+00:00,Take in charge ticket,Value 13
Case2651,2,2011-06-13 06:36:24+00:00,Resolve ticket,Value 13
Case2651,3,2011-07-20 06:40:37+00:00,Closed,Value 5
Case2652,0,2011-01-11 13:04:50+00:00,Assign seriousness,Value 8
Case2652,1,2011-01-13 08:55:25+00:00,Take in charge ticket,Value 2
Case2652,2,2011-01-13 09:22:14+00:00,Resolve ticket,Value 2
Case2652,3,2011-02-24 13:10:28+00:00,Closed,Value 5
Case2653,0,2011-09-15 05:54:26+00:00,Assign seriousness,Value 1
Case2653,1,2011-09-21 04:06:43+00:00,Take in charge ticket,Value 2
Case2653,2,2011-10-07 11:34:18+00:00,Resolve ticket,Value 2
Case2653,3,2011-10-22 11:34:34+00:00,Closed,Value 5
Case2654,0,2011-12-21 09:06:07+00:00,Assign seriousness,Value 1
Case2654,1,2011-12-21 09:06:16+00:00,Take in charge ticket,Value 1
Case2654,2,2011-12-21 14:31:18+00:00,Resolve ticket,Value 1
Case2654,3,2012-01-27 09:11:13+00:00,Closed,Value 5
Case2655,0,2011-05-18 04:33:26+00:00,Assign seriousness,Value 8
Case2655,1,2011-05-18 07:27:00+00:00,Take in charge ticket,Value 2
Case2655,2,2011-05-18 09:48:25+00:00,Wait,Value 12
Case2655,3,2011-05-31 10:40:21+00:00,Take in charge ticket,Value 2
Case2655,4,2011-05-31 10:40:31+00:00,Resolve ticket,Value 2
Case2655,5,2011-07-01 05:40:34+00:00,Closed,Value 5
Case2656,0,2012-06-26 07:58:41+00:00,Assign seriousness,Value 9
Case2656,1,2012-06-26 07:59:09+00:00,Take in charge ticket,Value 9
Case2656,2,2012-06-26 07:59:30+00:00,Resolve ticket,Value 9
Case2656,3,2012-08-24 12:43:20+00:00,Closed,Value 2
Case2657,0,2011-05-11 10:19:23+00:00,Assign seriousness,Value 8
Case2657,1,2011-05-18 11:41:42+00:00,Take in charge ticket,Value 12
Case2657,2,2011-05-18 13:03:06+00:00,Resolve ticket,Value 9
Case2657,3,2011-06-11 10:21:05+00:00,Closed,Value 5
Case2658,0,2010-11-17 08:26:38+00:00,Assign seriousness,Value 2
Case2658,1,2010-11-17 14:26:46+00:00,Take in charge ticket,Value 2
Case2658,2,2010-11-17 14:27:53+00:00,Resolve ticket,Value 2
Case2658,3,2010-11-19 08:15:36+00:00,Take in charge ticket,Value 14
Case2658,4,2010-11-19 08:16:35+00:00,Resolve ticket,Value 14
Case2658,5,2010-12-18 08:30:40+00:00,Closed,Value 5
Case2659,0,2013-02-20 09:27:41+00:00,Assign seriousness,Value 1
Case2659,1,2013-02-27 06:28:39+00:00,Take in charge ticket,Value 1
Case2659,2,2013-02-28 08:57:56+00:00,Wait,Value 2
Case2659,3,2013-02-28 08:57:56+00:00,Wait,Value 2
Case2659,4,2013-03-15 08:05:24+00:00,Take in charge ticket,Value 2
Case2659,5,2013-03-15 08:05:41+00:00,Resolve ticket,Value 2
Case2659,6,2013-03-30 08:05:56+00:00,Closed,Value 3
Case2660,0,2011-03-25 08:09:15+00:00,Assign seriousness,Value 8
Case2660,1,2011-04-06 10:22:51+00:00,Take in charge ticket,Value 16
Case2660,2,2011-04-06 10:22:58+00:00,Resolve ticket,Value 16
Case2660,3,2011-05-08 06:10:17+00:00,Closed,Value 5
Case2661,0,2011-11-15 06:54:38+00:00,Assign seriousness,Value 1
Case2661,1,2011-11-16 08:40:12+00:00,Resolve ticket,Value 1
Case2661,2,2011-11-16 08:40:21+00:00,Resolve ticket,Value 4
Case2661,3,2011-11-16 08:40:22+00:00,Resolve ticket,Value 4
Case2661,4,2011-12-31 07:00:17+00:00,Closed,Value 5
Case2662,0,2010-12-02 14:39:04+00:00,Assign seriousness,Value 8
Case2662,1,2010-12-14 06:17:49+00:00,Take in charge ticket,Value 2
Case2662,2,2011-01-03 13:49:52+00:00,Resolve ticket,Value 21
Case2662,3,2011-01-18 13:50:07+00:00,Closed,Value 5
Case2663,0,2012-01-20 07:24:58+00:00,Assign seriousness,Value 9
Case2663,1,2012-01-20 07:25:10+00:00,Take in charge ticket,Value 9
Case2663,2,2012-01-20 07:47:45+00:00,Resolve ticket,Value 9
Case2663,3,2012-02-24 07:30:28+00:00,Closed,Value 5
Case2664,0,2010-02-19 07:26:26+00:00,Assign seriousness,Value 2
Case2664,1,2010-03-09 09:36:35+00:00,Take in charge ticket,Value 2
Case2664,2,2010-03-09 09:36:42+00:00,Resolve ticket,Value 2
Case2664,3,2010-03-24 09:36:54+00:00,Closed,Value 5
Case2665,0,2013-07-16 11:09:24+00:00,Assign seriousness,Value 1
Case2665,1,2013-07-23 05:59:33+00:00,Take in charge ticket,Value 1
Case2665,2,2013-07-24 05:25:22+00:00,Wait,Value 1
Case2665,3,2013-08-19 12:20:54+00:00,Resolve ticket,Value 1
Case2665,4,2013-09-03 12:21:13+00:00,Closed,Value 3
Case2666,0,2013-11-26 14:44:10+00:00,Assign seriousness,Value 18
Case2666,1,2013-11-27 08:54:26+00:00,Assign seriousness,Value 2
Case2666,2,2013-12-12 06:09:00+00:00,Take in charge ticket,Value 14
Case2666,3,2013-12-12 06:17:21+00:00,Wait,Value 14
Case2666,4,2013-12-12 06:17:22+00:00,Wait,Value 14
Case2666,5,2013-12-18 09:14:28+00:00,Resolve ticket,Value 14
Case2666,6,2014-01-02 09:14:47+00:00,Closed,Value 3
Case2667,0,2013-09-11 12:34:58+00:00,Assign seriousness,Value 1
Case2667,1,2013-09-13 07:57:14+00:00,Take in charge ticket,Value 20
Case2667,2,2013-09-13 10:35:20+00:00,Wait,Value 20
Case2667,3,2013-09-13 12:17:28+00:00,Wait,Value 20
Case2667,4,2013-10-08 09:55:34+00:00,Resolve ticket,Value 1
Case2667,5,2013-10-08 11:36:20+00:00,Take in charge ticket,Value 1
Case2667,6,2013-10-09 10:05:58+00:00,Wait,Value 1
Case2667,7,2013-10-09 11:53:36+00:00,Resolve ticket,Value 1
Case2667,8,2013-10-24 11:53:51+00:00,Closed,Value 3
Case2668,0,2013-01-14 12:27:26+00:00,Assign seriousness,Value 4
Case2668,1,2013-01-14 12:28:01+00:00,Assign seriousness,Value 4
Case2668,2,2013-01-30 11:22:46+00:00,Take in charge ticket,Value 2
Case2668,3,2013-01-30 11:26:42+00:00,Require upgrade,Value 2
Case2668,4,2013-02-13 06:58:53+00:00,Resolve ticket,Value 2
Case2668,5,2013-02-28 06:59:10+00:00,Closed,Value 3
Case2669,0,2012-02-03 08:54:21+00:00,Assign seriousness,Value 4
Case2669,1,2012-02-10 10:06:35+00:00,Take in charge ticket,Value 10
Case2669,2,2012-02-10 15:56:52+00:00,Resolve ticket,Value 10
Case2669,3,2012-02-17 14:44:34+00:00,Take in charge ticket,Value 10
Case2669,4,2012-02-24 06:03:54+00:00,Resolve ticket,Value 1
Case2669,5,2012-02-24 06:03:55+00:00,Resolve ticket,Value 1
Case2669,6,2012-03-10 06:04:34+00:00,Closed,Value 5
Case2670,0,2011-02-16 12:45:11+00:00,Assign seriousness,Value 8
Case2670,1,2011-02-16 12:45:22+00:00,Take in charge ticket,Value 8
Case2670,2,2011-02-16 12:45:39+00:00,Resolve ticket,Value 8
Case2670,3,2011-04-16 10:50:45+00:00,Closed,Value 5
Case2671,0,2010-05-21 04:33:57+00:00,Assign seriousness,Value 2
Case2671,1,2010-05-25 06:39:58+00:00,Take in charge ticket,Value 2
Case2671,2,2010-05-25 06:40:25+00:00,Resolve ticket,Value 2
Case2671,3,2010-06-24 04:40:32+00:00,Closed,Value 5
Case2672,0,2012-01-26 14:36:18+00:00,Assign seriousness,Value 1
Case2672,1,2012-01-26 15:13:35+00:00,Take in charge ticket,Value 6
Case2672,2,2012-01-27 11:15:28+00:00,Resolve ticket,Value 6
Case2672,3,2012-03-10 14:40:40+00:00,Closed,Value 5
Case2673,0,2010-05-04 07:04:02+00:00,Assign seriousness,Value 2
Case2673,1,2010-05-04 12:21:06+00:00,Take in charge ticket,Value 16
Case2673,2,2010-05-04 12:31:33+00:00,Resolve ticket,Value 6
Case2673,3,2010-06-04 07:12:19+00:00,Closed,Value 5
Case2674,0,2012-10-03 10:14:54+00:00,Assign seriousness,Value 13
Case2674,1,2012-10-10 12:41:37+00:00,Take in charge ticket,Value 3
Case2674,2,2012-10-22 05:15:45+00:00,Wait,Value 2
Case2674,3,2012-10-24 04:28:44+00:00,Take in charge ticket,Value 2
Case2674,4,2012-11-02 08:51:39+00:00,Resolve ticket,Value 2
Case2674,5,2012-11-17 08:51:56+00:00,Closed,Value 3
Case2675,0,2011-06-06 05:25:39+00:00,Assign seriousness,Value 8
Case2675,1,2011-06-06 05:26:03+00:00,Take in charge ticket,Value 8
Case2675,2,2011-06-15 10:18:05+00:00,Resolve ticket,Value 10
Case2675,3,2011-07-07 05:31:55+00:00,Closed,Value 5
Case2676,0,2012-10-05 04:13:45+00:00,Assign seriousness,Value 1
Case2676,1,2012-11-14 13:58:24+00:00,Take in charge ticket,Value 2
Case2676,2,2012-11-14 13:58:49+00:00,Resolve ticket,Value 2
Case2676,3,2012-11-29 13:59:01+00:00,Closed,Value 3
Case2677,0,2012-05-14 05:35:51+00:00,Assign seriousness,Value 9
Case2677,1,2012-05-14 05:36:07+00:00,Resolve ticket,Value 9
Case2677,2,2012-06-26 05:40:32+00:00,Closed,Value 5
Case2678,0,2011-12-22 08:17:15+00:00,Assign seriousness,Value 2
Case2678,1,2011-12-22 08:17:25+00:00,Take in charge ticket,Value 2
Case2678,2,2011-12-22 14:53:16+00:00,Wait,Value 2
Case2678,3,2011-12-27 06:17:04+00:00,Take in charge ticket,Value 1
Case2678,4,2011-12-28 09:36:34+00:00,Resolve ticket,Value 1
Case2678,5,2012-02-10 08:40:17+00:00,Closed,Value 5
Case2679,0,2011-03-11 08:41:44+00:00,Assign seriousness,Value 8
Case2679,1,2011-03-30 07:49:01+00:00,Take in charge ticket,Value 8
Case2679,2,2011-03-30 10:22:52+00:00,Resolve ticket,Value 13
Case2679,3,2011-04-14 10:23:03+00:00,Closed,Value 5
Case2680,0,2010-03-10 06:51:50+00:00,Assign seriousness,Value 2
Case2680,1,2010-03-15 09:10:26+00:00,Take in charge ticket,Value 15
Case2680,2,2010-04-20 05:31:38+00:00,Resolve ticket,Value 15
Case2680,3,2010-05-05 05:31:53+00:00,Closed,Value 5
Case2681,0,2012-11-20 07:03:31+00:00,Assign seriousness,Value 1
Case2681,1,2012-11-26 14:42:03+00:00,Take in charge ticket,Value 2
Case2681,2,2012-11-30 07:01:50+00:00,Wait,Value 2
Case2681,3,2012-12-07 14:04:33+00:00,Resolve ticket,Value 2
Case2681,4,2012-12-22 14:04:55+00:00,Closed,Value 3
Case2682,0,2011-04-01 10:13:58+00:00,Assign seriousness,Value 8
Case2682,1,2011-04-01 10:14:10+00:00,Take in charge ticket,Value 8
Case2682,2,2011-04-01 10:17:00+00:00,Resolve ticket,Value 8
Case2682,3,2011-05-04 10:20:32+00:00,Closed,Value 5
Case2683,0,2010-03-22 14:54:42+00:00,Assign seriousness,Value 2
Case2683,1,2010-03-23 07:04:08+00:00,Take in charge ticket,Value 2
Case2683,2,2010-03-23 07:04:16+00:00,Resolve ticket,Value 2
Case2683,3,2010-04-22 13:05:21+00:00,Closed,Value 5
Case2684,0,2012-07-27 12:53:29+00:00,Assign seriousness,Value 13
Case2684,1,2012-07-27 12:53:47+00:00,Assign seriousness,Value 13
Case2684,2,2012-07-27 12:53:47+00:00,Assign seriousness,Value 13
Case2684,3,2012-07-30 05:09:53+00:00,Take in charge ticket,Value 16
Case2684,4,2012-07-30 05:13:04+00:00,Resolve ticket,Value 16
Case2684,5,2012-09-09 13:00:32+00:00,Closed,Value 5
Case2685,0,2011-05-20 07:04:57+00:00,Assign seriousness,Value 8
Case2685,1,2011-05-20 07:05:26+00:00,Take in charge ticket,Value 8
Case2685,2,2011-05-20 10:20:30+00:00,Resolve ticket,Value 13
Case2685,3,2011-07-03 07:10:34+00:00,Closed,Value 5
Case2686,0,2013-05-20 11:35:31+00:00,Take in charge ticket,Value 14
Case2686,1,2013-06-24 10:07:54+00:00,Resolve ticket,Value 2
Case2686,2,2013-07-09 10:08:13+00:00,Closed,Value 3
Case2687,0,2012-03-19 13:35:18+00:00,Assign seriousness,Value 4
Case2687,1,2012-03-19 13:38:16+00:00,Take in charge ticket,Value 4
Case2687,2,2012-03-20 07:52:51+00:00,Resolve ticket,Value 4
Case2687,3,2012-04-26 11:40:26+00:00,Closed,Value 5
Case2688,0,2012-06-05 12:47:14+00:00,Assign seriousness,Value 1
Case2688,1,2012-06-06 04:02:13+00:00,Take in charge ticket,Value 2
Case2688,2,2012-06-18 10:39:57+00:00,Wait,Value 2
Case2688,3,2012-07-12 05:47:19+00:00,Resolve ticket,Value 2
Case2688,4,2012-07-27 05:47:27+00:00,Closed,Value 5
Case2689,0,2012-05-31 09:12:52+00:00,Assign seriousness,Value 1
Case2689,1,2012-05-31 13:26:15+00:00,Take in charge ticket,Value 6
Case2689,2,2012-06-01 07:41:12+00:00,Resolve ticket,Value 6
Case2689,3,2012-07-14 09:20:28+00:00,Closed,Value 5
Case2690,0,2012-04-10 13:03:47+00:00,Assign seriousness,Value 1
Case2690,1,2012-04-11 04:03:55+00:00,Take in charge ticket,Value 4
Case2690,2,2012-05-02 04:50:12+00:00,Resolve ticket,Value 4
Case2690,3,2012-05-17 04:50:34+00:00,Closed,Value 5
Case2691,0,2012-05-08 05:05:48+00:00,Assign seriousness,Value 1
Case2691,1,2012-05-10 07:34:19+00:00,Take in charge ticket,Value 1
Case2691,2,2012-05-11 05:26:19+00:00,Wait,Value 1
Case2691,3,2012-05-14 05:44:41+00:00,Resolve ticket,Value 1
Case2691,4,2012-06-09 05:31:23+00:00,Closed,Value 5
Case2692,0,2011-05-13 09:41:01+00:00,Assign seriousness,Value 8
Case2692,1,2011-05-13 09:41:25+00:00,Take in charge ticket,Value 8
Case2692,2,2011-05-13 10:33:18+00:00,Resolve ticket,Value 9
Case2692,3,2011-06-26 09:50:24+00:00,Closed,Value 5
Case2693,0,2010-05-03 09:36:18+00:00,Assign seriousness,Value 6
Case2693,1,2010-05-04 10:23:15+00:00,Take in charge ticket,Value 2
Case2693,2,2010-05-04 10:23:24+00:00,Resolve ticket,Value 2
Case2693,3,2010-06-05 09:40:17+00:00,Closed,Value 5
Case2694,0,2011-06-08 04:24:05+00:00,Assign seriousness,Value 8
Case2694,1,2011-06-08 04:24:35+00:00,Take in charge ticket,Value 8
Case2694,2,2011-06-08 06:36:32+00:00,Resolve ticket,Value 9
Case2694,3,2011-07-09 04:31:05+00:00,Closed,Value 5
Case2695,0,2011-11-23 09:23:17+00:00,Take in charge ticket,Value 4
Case2695,1,2011-11-23 11:25:06+00:00,Resolve ticket,Value 6
Case2695,2,2012-01-06 09:31:04+00:00,Closed,Value 5
Case2696,0,2011-10-20 05:53:21+00:00,Assign seriousness,Value 1
Case2696,1,2011-10-20 05:59:58+00:00,Take in charge ticket,Value 6
Case2696,2,2011-10-20 06:51:18+00:00,Resolve ticket,Value 6
Case2696,3,2011-11-26 08:00:26+00:00,Closed,Value 5
Case2697,0,2012-03-01 14:21:45+00:00,Assign seriousness,Value 9
Case2697,1,2012-03-06 13:41:44+00:00,Take in charge ticket,Value 9
Case2697,2,2012-03-07 07:14:00+00:00,Resolve ticket,Value 1
Case2697,3,2012-04-03 12:30:17+00:00,Closed,Value 5
Case2698,0,2011-11-30 07:49:05+00:00,Assign seriousness,Value 4
Case2698,1,2011-11-30 07:49:38+00:00,Take in charge ticket,Value 4
Case2698,2,2011-12-01 11:34:02+00:00,Resolve ticket,Value 4
Case2698,3,2012-01-01 07:50:55+00:00,Closed,Value 5
Case2699,0,2011-04-18 07:39:50+00:00,Assign seriousness,Value 2
Case2699,1,2011-04-19 04:43:08+00:00,Take in charge ticket,Value 10
Case2699,2,2011-04-20 12:19:50+00:00,Resolve ticket,Value 2
Case2699,3,2011-04-20 12:19:51+00:00,Resolve ticket,Value 8
Case2699,4,2011-06-05 07:40:47+00:00,Closed,Value 5
Case2700,0,2013-02-15 08:33:26+00:00,Assign seriousness,Value 1
Case2700,1,2013-02-18 14:18:51+00:00,Take in charge ticket,Value 1
Case2700,2,2013-02-18 14:43:18+00:00,Wait,Value 1
Case2700,3,2013-03-18 12:12:44+00:00,Resolve ticket,Value 1
Case2700,4,2013-04-02 10:13:00+00:00,Closed,Value 3
Case2701,0,2011-03-29 06:26:08+00:00,Assign seriousness,Value 8
Case2701,1,2011-03-29 06:26:35+00:00,Take in charge ticket,Value 8
Case2701,2,2011-03-29 12:46:24+00:00,Resolve ticket,Value 13
Case2701,3,2011-04-29 06:30:16+00:00,Closed,Value 5
Case2702,0,2010-09-06 12:22:19+00:00,Assign seriousness,Value 19
Case2702,1,2010-09-06 12:22:49+00:00,Take in charge ticket,Value 19
Case2702,2,2010-09-06 12:22:54+00:00,Resolve ticket,Value 19
Case2702,3,2010-11-03 14:30:43+00:00,Closed,Value 5
Case2703,0,2011-02-02 05:58:41+00:00,Assign seriousness,Value 8
Case2703,1,2011-02-15 15:03:08+00:00,Take in charge ticket,Value 11
Case2703,2,2011-02-18 15:16:29+00:00,Resolve ticket,Value 16
Case2703,3,2011-03-05 15:16:47+00:00,Closed,Value 5
Case2704,0,2011-02-02 11:50:31+00:00,Assign seriousness,Value 8
Case2704,1,2011-02-09 12:14:46+00:00,Take in charge ticket,Value 2
Case2704,2,2011-02-09 12:15:45+00:00,Resolve ticket,Value 2
Case2704,3,2011-03-12 12:01:01+00:00,Closed,Value 5
Case2705,0,2012-04-12 05:17:59+00:00,Assign seriousness,Value 4
Case2705,1,2012-04-12 05:18:22+00:00,Take in charge ticket,Value 4
Case2705,2,2012-04-12 11:17:24+00:00,Resolve ticket,Value 4
Case2705,3,2012-05-15 05:20:11+00:00,Closed,Value 5
Case2706,0,2010-06-11 04:34:41+00:00,Assign seriousness,Value 15
Case2706,1,2010-06-11 04:53:45+00:00,Take in charge ticket,Value 15
Case2706,2,2010-06-11 04:55:39+00:00,Resolve ticket,Value 15
Case2706,3,2010-07-14 04:44:28+00:00,Closed,Value 5
Case2707,0,2011-03-25 11:57:37+00:00,Assign seriousness,Value 8
Case2707,1,2011-03-25 11:58:07+00:00,Assign seriousness,Value 8
Case2707,2,2011-03-28 12:54:55+00:00,Take in charge ticket,Value 8
Case2707,3,2011-03-28 12:55:15+00:00,Resolve ticket,Value 8
Case2707,4,2011-05-23 10:00:29+00:00,Closed,Value 5
Case2708,0,2011-09-16 05:48:49+00:00,Assign seriousness,Value 1
Case2708,1,2011-09-21 04:38:58+00:00,Take in charge ticket,Value 13
Case2708,2,2011-09-21 07:31:28+00:00,Resolve ticket,Value 13
Case2708,3,2011-10-19 05:51:04+00:00,Closed,Value 5
Case2709,0,2010-11-16 12:30:13+00:00,Assign seriousness,Value 2
Case2709,1,2010-11-17 09:40:23+00:00,Take in charge ticket,Value 6
Case2709,2,2010-11-17 12:02:04+00:00,Wait,Value 6
Case2709,3,2010-11-22 06:59:12+00:00,Take in charge ticket,Value 6
Case2709,4,2010-11-22 07:00:08+00:00,Resolve ticket,Value 6
Case2709,5,2010-12-22 07:06:59+00:00,Closed,Value 5
Case2710,0,2011-04-26 11:43:59+00:00,Assign seriousness,Value 8
Case2710,1,2011-05-09 12:19:53+00:00,Take in charge ticket,Value 2
Case2710,2,2011-05-10 10:13:38+00:00,Wait,Value 14
Case2710,3,2011-05-11 10:53:25+00:00,Wait,Value 2
Case2710,4,2011-05-17 04:56:14+00:00,Take in charge ticket,Value 2
Case2710,5,2011-05-17 04:56:21+00:00,Resolve ticket,Value 2
Case2710,6,2011-06-02 05:50:56+00:00,Closed,Value 5
Case2711,0,2012-04-03 06:39:47+00:00,Assign seriousness,Value 4
Case2711,1,2012-04-03 13:05:33+00:00,Take in charge ticket,Value 9
Case2711,2,2012-04-10 07:25:09+00:00,Resolve ticket,Value 2
Case2711,3,2012-05-04 06:40:19+00:00,Closed,Value 5
Case2712,0,2010-03-10 06:50:17+00:00,Assign seriousness,Value 2
Case2712,1,2010-04-19 05:22:43+00:00,Take in charge ticket,Value 15
Case2712,2,2010-04-19 05:23:40+00:00,Resolve ticket,Value 15
Case2712,3,2010-05-04 05:23:57+00:00,Closed,Value 5
Case2713,0,2012-09-24 07:34:04+00:00,Assign seriousness,Value 9
Case2713,1,2012-09-24 07:34:33+00:00,Take in charge ticket,Value 9
Case2713,2,2012-10-04 05:00:50+00:00,Wait,Value 9
Case2713,3,2012-10-12 06:04:07+00:00,Resolve ticket,Value 9
Case2713,4,2012-10-27 06:04:22+00:00,Closed,Value 3
Case2714,0,2012-09-19 06:24:49+00:00,Assign seriousness,Value 1
Case2714,1,2012-09-24 04:01:36+00:00,Take in charge ticket,Value 3
Case2714,2,2012-10-08 04:58:09+00:00,Resolve ticket,Value 6
Case2714,3,2012-10-23 04:58:26+00:00,Closed,Value 3
Case2715,0,2011-04-27 06:32:26+00:00,Assign seriousness,Value 8
